epoch,best_total_time,best_total_travel_time,best_total_care_time,best_assigned_clients,best_unassigned_clients
1,3259.578572830498,169.5785728304983,3090.0,29,71
2,3346.1382346465903,166.13823464659006,3180.0,29,71
3,3473.6094712805857,173.6094712805859,3300.0,31,69
4,3353.0765027650887,173.0765027650887,3180.0,31,69
5,3513.3091767249866,183.30917672498668,3330.0,32,68
6,3513.3091767249866,183.30917672498668,3330.0,32,68
7,3463.184259296241,193.18425929624138,3270.0,33,67
8,3610.0990779982358,190.09907799823554,3420.0,33,67
9,3542.8645261875577,182.86452618755752,3360.0,33,67
10,3539.9507423319324,179.9507423319322,3360.0,33,67
11,3746.3194292180506,206.31942921805046,3540.0,34,66
12,3518.8228034549998,188.8228034549996,3330.0,34,66
13,3660.3913960206455,180.3913960206457,3480.0,34,66
14,3660.3913960206455,180.3913960206457,3480.0,34,66
15,3660.3913960206455,180.3913960206457,3480.0,34,66
16,3651.1820279271146,171.1820279271148,3480.0,34,66
17,3651.1820279271146,171.1820279271148,3480.0,34,66
18,3500.6120699815706,170.6120699815707,3330.0,34,66
19,3497.9061588322447,167.9061588322445,3330.0,34,66
20,3613.8570341159457,163.85703411594577,3450.0,34,66
21,3610.271174385571,160.27117438557121,3450.0,34,66
22,3633.401683415137,183.40168341513723,3450.0,35,65
23,3633.401683415137,183.40168341513723,3450.0,35,65
24,3633.401683415137,183.40168341513723,3450.0,35,65
25,3685.821548501179,175.82154850117905,3510.0,35,65
26,3587.975825472852,167.97582547285208,3420.0,35,65
27,3676.554267355219,166.55426735521908,3510.0,35,65
28,3578.708544326892,158.7085443268921,3420.0,35,65
29,3578.708544326892,158.7085443268921,3420.0,35,65
30,3577.329554959607,157.3295549596069,3420.0,35,65
31,3632.5870249765417,152.58702497654156,3480.0,35,65
32,3632.5870249765417,152.58702497654156,3480.0,35,65
33,3630.726809160882,150.7268091608822,3480.0,35,65
34,3683.5744642436503,143.57446424365045,3540.0,35,65
35,3683.5744642436503,143.57446424365045,3540.0,35,65
36,3680.5287029624124,140.52870296241247,3540.0,35,65
37,3680.5287029624124,140.52870296241247,3540.0,35,65
38,3680.5287029624124,140.52870296241247,3540.0,35,65
39,3680.1869670774913,140.18696707749135,3540.0,35,65
40,3680.1869670774913,140.18696707749135,3540.0,35,65
41,3680.1869670774913,140.18696707749135,3540.0,35,65
42,3705.287933977131,135.28793397713096,3570.0,35,65
43,3705.287933977131,135.28793397713096,3570.0,35,65
44,3705.287933977131,135.28793397713096,3570.0,35,65
45,3705.287933977131,135.28793397713096,3570.0,35,65
46,3702.1532401514874,132.1532401514873,3570.0,35,65
47,3728.20285687927,128.20285687926972,3600.0,35,65
48,3728.20285687927,128.20285687926972,3600.0,35,65
49,3724.0423390427077,124.04233904270784,3600.0,35,65
50,3724.0423390427077,124.04233904270784,3600.0,35,65
51,3721.8796791725977,121.8796791725976,3600.0,35,65
52,3721.8796791725977,121.8796791725976,3600.0,35,65
53,3687.4185857438156,117.41858574381548,3570.0,35,65
54,3687.4185857438156,117.41858574381548,3570.0,35,65
55,3687.4185857438156,117.41858574381548,3570.0,35,65
56,3716.0471462677833,116.04714626778312,3600.0,35,65
57,3716.0471462677833,116.04714626778312,3600.0,35,65
58,3716.0471462677833,116.04714626778312,3600.0,35,65
59,3715.493797485509,115.49379748550871,3600.0,35,65
60,3715.493797485509,115.49379748550871,3600.0,35,65
61,3715.493797485509,115.49379748550871,3600.0,35,65
62,3715.493797485509,115.49379748550871,3600.0,35,65
63,3714.937612116097,114.93761211609744,3600.0,35,65
64,3714.937612116097,114.93761211609744,3600.0,35,65
65,3713.9747126814154,113.97471268141568,3600.0,35,65
66,3713.9747126814154,113.97471268141568,3600.0,35,65
67,3713.9747126814154,113.97471268141568,3600.0,35,65
68,3683.876937019033,113.87693701903324,3570.0,35,65
69,3713.610300050758,113.61030005075767,3600.0,35,65
70,3713.478742934926,113.47874293492583,3600.0,35,65
71,3713.478742934926,113.47874293492583,3600.0,35,65
72,3711.2058077549837,111.20580775498371,3600.0,35,65
73,3711.2058077549837,111.20580775498371,3600.0,35,65
74,3770.0988681088293,140.09886810882944,3630.0,36,64
75,3770.0988681088293,140.09886810882944,3630.0,36,64
76,3770.0988681088293,140.09886810882944,3630.0,36,64
77,3818.429110894249,128.4291108942488,3690.0,36,64
78,3811.449469526964,121.44946952696408,3690.0,36,64
79,3811.449469526964,121.44946952696408,3690.0,36,64
80,3811.449469526964,121.44946952696408,3690.0,36,64
81,3780.1619067550887,120.16190675508854,3660.0,36,64
82,3808.753029082993,118.7530290829931,3690.0,36,64
83,3837.752691297903,117.7526912979028,3720.0,36,64
84,3837.752691297903,117.7526912979028,3720.0,36,64
85,3837.752691297903,117.7526912979028,3720.0,36,64
86,3837.752691297903,117.7526912979028,3720.0,36,64
87,3714.1928805432362,114.19288054323636,3600.0,36,64
88,3714.1928805432362,114.19288054323636,3600.0,36,64
89,3889.1074476393637,139.1074476393639,3750.0,37,63
90,3889.1074476393637,139.1074476393639,3750.0,37,63
91,3889.1074476393637,139.1074476393639,3750.0,37,63
92,3942.951251638971,132.95125163897097,3810.0,37,63
93,3942.951251638971,132.95125163897097,3810.0,37,63
94,3933.040002436383,123.04000243638322,3810.0,37,63
95,3933.040002436383,123.04000243638322,3810.0,37,63
96,3933.040002436383,123.04000243638322,3810.0,37,63
97,3933.040002436383,123.04000243638322,3810.0,37,63
98,3933.040002436383,123.04000243638322,3810.0,37,63
99,3933.040002436383,123.04000243638322,3810.0,37,63
100,3929.3433037469395,119.34330374693967,3810.0,37,63
